Accession No.,Title,Subtitle,Author 1,Author 2,Author 3,Edition,Publisher,Place,Year,Subject,Class No. ,Location,Availability Message
8553,A Course in Translation Studies,,Kulkarni C U,,,1,Prashant,Jalgaon,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8553) counter-var sanga.
8554,A Course in Translation Studies,,Kulkarni C U,,,1,Prashant,Jalgaon,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8554) counter-var sanga.
8555,A Course in Translation Studies,,Kulkarni C U,,,1,Prashant,Jalgaon,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8555) counter-var sanga.
8556,A Course in Translation Studies,,Kulkarni C U,,,1,Prashant,Jalgaon,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8556) counter-var sanga.
8557,A Course in Translation Studies,,Kulkarni C U,,,1,Prashant,Jalgaon,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8557) counter-var sanga.
8558,A Course in Translation Studies,,Kulkarni C U,,,1,Prashant,Jalgaon,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8558) counter-var sanga.
8559,A Course in Translation Studies,,Kulkarni C U,,,1,Prashant,Jalgaon,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8559) counter-var sanga.
8560,A Course in Translation Studies,,Kulkarni C U,,,1,Prashant,Jalgaon,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8560) counter-var sanga.
8561,A Course in Translation Studies,,Kulkarni C U,,,1,Prashant,Jalgaon,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8561) counter-var sanga.
8562,A Course in Translation Studies,,Kulkarni C U,,,1,Prashant,Jalgaon,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8562) counter-var sanga.
8563,A Course in Translation Studies,,Kulkarni C U,,,1,Prashant,Jalgaon,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8563) counter-var sanga.
8564,A Course in Translation Studies,,Kulkarni C U,,,1,Prashant,Jalgaon,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8564) counter-var sanga.
8565,A Course in Translation Studies,,Kulkarni C U,,,1,Prashant,Jalgaon,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8565) counter-var sanga.
8566,प्राचीन भारत (प्रारंभ ते १२०५ पर्यंत),,रडे का स,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8566) counter-var sanga.
8567,प्राचीन भारत (प्रारंभ ते १२०५ पर्यंत),,रडे का स,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8567) counter-var sanga.
8568,प्राचीन भारत (प्रारंभ ते १२०५ पर्यंत),,रडे का स,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8568) counter-var sanga.
8569,प्राचीन भारत (प्रारंभ ते १२०५ पर्यंत),,रडे का स,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8569) counter-var sanga.
8570,प्राचीन भारत (प्रारंभ ते १२०५ पर्यंत),,रडे का स,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8570) counter-var sanga.
8571,प्राचीन भारत (प्रारंभ ते १२०५ पर्यंत),,रडे का स,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8571) counter-var sanga.
8572,प्राचीन भारत (प्रारंभ ते १२०५ पर्यंत),,रडे का स,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8572) counter-var sanga.
8573,प्राचीन भारत (प्रारंभ ते १२०५ पर्यंत),,रडे का स,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8573) counter-var sanga.
8574,प्राचीन भारत (प्रारंभ ते १२०५ पर्यंत),,रडे का स,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8574) counter-var sanga.
8575,प्राचीन भारत (प्रारंभ ते १२०५ पर्यंत),,रडे का स,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8575) counter-var sanga.
8576,प्राचीन भारत (प्रारंभ ते १२०५ पर्यंत),,रडे का स,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8576) counter-var sanga.
8577,प्राचीन भारत (प्रारंभ ते १२०५ पर्यंत),,रडे का स,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8577) counter-var sanga.
8578,प्राचीन भारत (प्रारंभ ते १२०५ पर्यंत),,रडे का स,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8578) counter-var sanga.
8579,प्राचीन भारत (प्रारंभ ते १२०५ पर्यंत),,रडे का स,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8579) counter-var sanga.
8580,प्राचीन भारत (प्रारंभ ते १२०५ पर्यंत),,रडे का स,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8580) counter-var sanga.
8581,भारताचा इतिहास (इस 1206 - 1756),,कठारे अनिल,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8581) counter-var sanga.
8582,भारताचा इतिहास (इस 1206 - 1756),,कठारे अनिल,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8582) counter-var sanga.
8583,भारताचा इतिहास (इस 1206 - 1756),,कठारे अनिल,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8583) counter-var sanga.
8584,भारताचा इतिहास (इस 1206 - 1756),,कठारे अनिल,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8584) counter-var sanga.
8585,भारताचा इतिहास (इस 1206 - 1756),,कठारे अनिल,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8585) counter-var sanga.
8586,भारताचा इतिहास (इस 1206 - 1756),,कठारे अनिल,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8586) counter-var sanga.
8587,भारताचा इतिहास (इस 1206 - 1756),,कठारे अनिल,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8587) counter-var sanga.
8588,भारताचा इतिहास (इस 1206 - 1756),,कठारे अनिल,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8588) counter-var sanga.
8589,भारताचा इतिहास (इस 1206 - 1756),,कठारे अनिल,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8589) counter-var sanga.
8590,भारताचा इतिहास (इस 1206 - 1756),,कठारे अनिल,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8590) counter-var sanga.
8591,भारताचा इतिहास (इस 1206 - 1756),,कठारे अनिल,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8591) counter-var sanga.
8592,भारताचा इतिहास (इस 1206 - 1756),,कठारे अनिल,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8592) counter-var sanga.
8593,भारताचा इतिहास (इस 1206 - 1756),,कठारे अनिल,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8593) counter-var sanga.
8594,भारताचा इतिहास (इस 1206 - 1756),,कठारे अनिल,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8594) counter-var sanga.
8595,भारताचा इतिहास (इस 1206 - 1756),,कठारे अनिल,,,1,प्रशांत,जळगाव,2018,History,,History,Krupaya upalabdhtesathi Accession No. (8595) counter-var sanga.
8596,प्राचीन भारताचा इतिहास (इ स पूर्व 3000 - 1200),,शहा जी बी,,,1,प्रशांत,जळगाव,2019,History,,History,Krupaya upalabdhtesathi Accession No. (8596) counter-var sanga.
8597,प्राचीन भारताचा इतिहास (इ स पूर्व 3000 - 1200),,शहा जी बी,,,1,प्रशांत,जळगाव,2019,History,,History,Krupaya upalabdhtesathi Accession No. (8597) counter-var sanga.
8598,प्राचीन भारताचा इतिहास (इ स पूर्व 3000 - 1200),,शहा जी बी,,,1,प्रशांत,जळगाव,2019,History,,History,Krupaya upalabdhtesathi Accession No. (8598) counter-var sanga.
8599,प्राचीन भारताचा इतिहास (इ स पूर्व 3000 - 1200),,शहा जी बी,,,1,प्रशांत,जळगाव,2019,History,,History,Krupaya upalabdhtesathi Accession No. (8599) counter-var sanga.
8600,प्राचीन भारताचा इतिहास (इ स पूर्व 3000 - 1200),,शहा जी बी,,,1,प्रशांत,जळगाव,2019,History,,History,Krupaya upalabdhtesathi Accession No. (8600) counter-var sanga.
8601,प्राचीन भारताचा इतिहास (इ स पूर्व 3000 - 1200),,शहा जी बी,,,1,प्रशांत,जळगाव,2019,History,,History,Krupaya upalabdhtesathi Accession No. (8601) counter-var sanga.
8602,प्राचीन भारताचा इतिहास (इ स पूर्व 3000 - 1200),,शहा जी बी,,,1,प्रशांत,जळगाव,2019,History,,History,Krupaya upalabdhtesathi Accession No. (8602) counter-var sanga.
8603,प्राचीन भारताचा इतिहास (इ स पूर्व 3000 - 1200),,शहा जी बी,,,1,प्रशांत,जळगाव,2019,History,,History,Krupaya upalabdhtesathi Accession No. (8603) counter-var sanga.
8604,प्राचीन भारताचा इतिहास (इ स पूर्व 3000 - 1200),,शहा जी बी,,,1,प्रशांत,जळगाव,2019,History,,History,Krupaya upalabdhtesathi Accession No. (8604) counter-var sanga.
8605,प्राचीन भारताचा इतिहास (इ स पूर्व 3000 - 1200),,शहा जी बी,,,1,प्रशांत,जळगाव,2019,History,,History,Krupaya upalabdhtesathi Accession No. (8605) counter-var sanga.
8606,प्राचीन भारताचा इतिहास (इ स पूर्व 3000 - 1200),,शहा जी बी,,,1,प्रशांत,जळगाव,2019,History,,History,Krupaya upalabdhtesathi Accession No. (8606) counter-var sanga.
8607,प्राचीन भारताचा इतिहास (इ स पूर्व 3000 - 1200),,शहा जी बी,,,1,प्रशांत,जळगाव,2019,History,,History,Krupaya upalabdhtesathi Accession No. (8607) counter-var sanga.
8608,प्राचीन भारताचा इतिहास (इ स पूर्व 3000 - 1200),,शहा जी बी,,,1,प्रशांत,जळगाव,2019,History,,History,Krupaya upalabdhtesathi Accession No. (8608) counter-var sanga.
8609,प्राचीन भारताचा इतिहास (इ स पूर्व 3000 - 1200),,शहा जी बी,,,1,प्रशांत,जळगाव,2019,History,,History,Krupaya upalabdhtesathi Accession No. (8609) counter-var sanga.
8610,प्राचीन भारताचा इतिहास (इ स पूर्व 3000 - 1200),,शहा जी बी,,,1,प्रशांत,जळगाव,2019,History,,History,Krupaya upalabdhtesathi Accession No. (8610) counter-var sanga.
8611,मराठ्याचा इतिहास (1630-1818),,शहा जी बी,खैरनार एस डी,,1,प्रशांत,जळगाव,2020,History,,History,Krupaya upalabdhtesathi Accession No. (8611) counter-var sanga.
